,text,task_1,task_2
243,"""@SportsCenter: USC senior RB Anthony Brown calls head coach Steve Sarkisian a racist and quits team. &#187; http://t.co/JOOsdSubIR"" he's a bitch",NONE,NONE
244,"""@StellaTex: Guess what? I also have zero time for your mansplaining! Adios!"" Stfu pussy",HOF,OFFN
245,"""@Stephenwildboy: Chilling &#128069;&#8482; http://t.co/mik3iPNle6"" sexy scally lad",NONE,NONE
246,"""@Strap__: I ain't sharing no bitch if you mines you mines &#128175;""",HOF,OFFN
247,"""@SukMySweetness: money only impress the simple broke bitches""",HOF,OFFN
248,"""@Sylvieamx: #Pisces will never be anybody's bitch, they don't let people control or change them."" Rigghhht",HOF,OFFN
250,"""@TEE_JONEZ: @16stanleys @KingCuh tuku ho idk blah blah blah"" &#128514;&#128514;&#128514;",NONE,NONE
251,"""@TEE_JONEZ: @KingCuh @16stanleys I'm not mad cuh hahaha"" suure.. tuku ho ita! &#128514;&#128514;",NONE,NONE
252,"""@TayKnosBest: These hoes is crazy""",HOF,OFFN
253,"""@Taylorr_Babee: You ain't ever gonna be a slice bitch."" Kevin hart. (:",HOF,OFFN
254,"""@ThatniggaTroy: Oomf so fuckin fine tho &#128553; dam"" @ her, don't be no bitch.",HOF,OFFN
255,"""@TheGamerKingKev: I wonder if the girl that gave head to 24 boys for a drink in magaluf has twitter"" she probly sends nudes for fags",HOF,OFFN
256,"""@TheNewSAT: #NewSATQuestions
Yeah bitch, yeah bitch, call me _______:
a.) Maybe
b.) Steve-O
c.) Later
d.) Jesse Pinkman""
@machinegunkelly",HOF,OFFN
257,"""@TheNymphoTweets: Hickies in between her thighs right by her pussy &gt;&gt;&gt;"" Its only right",HOF,OFFN
258,"""@TheOneMiss_Luu: Would you still love me when I'm no longer young and beautiful?"" No. Ugly monkey ass.",HOF,OFFN
259,"""@TheRealRickyB21: @JetsAndASwisher @Gook____ y'all come through the front.""bitch I ain't coming",HOF,OFFN
260,"""@TheRealRickyB21: @JetsAndASwisher faggot bitch"" http://t.co/2HyyAbk4eH",HOF,OFFN
261,"""@The_Realist_Sam: @Madrid2_ yea, I'm on my iPad. I don't work this Friday. Let's ball this faggot up @TropicalBlanket""i work 2-5",HOF,OFFN
262,"""@Theo17100: http://t.co/BYj1HOyhmG"" this scally lad would get it",NONE,NONE
263,"""@TheoMaxximus: #GerrysHalloweenParty http://t.co/3ycrSrnjHc"" Halloween was yesterday stupid nigger",HOF,HATE
264,"""@TheoMaxximus: Chrus still supahot tho"" *walks up to teacher with test, drops test in that bitch fohead* http://t.co/nb5VgdssgI",HOF,OFFN
265,"""@Thornton25: &#8220;@KantKeepAhBYTCH: I love eating pussy lol I never get full lol&#8221; I can eat that shit forever lol"" and ever.",HOF,OFFN
266,"""@Tmacc_GFG: &#8220;@VoiceOfDStreetz: ""@Tmacc_GFG: &#8220;@tizzimarie: No slushes &#128549;&#8221;hoes nasty anyway fam""&#128564;&#8221;them hoes taste like meds""&#127815;&#127815;&#127868;",HOF,OFFN
267,"""@Tmacc_GFG: &#8220;@tizzimarie: No slushes &#128549;&#8221;hoes nasty anyway fam""&#128564;",HOF,OFFN
268,"""@Tmacc_GFG: BOBBY BITCH-by @BobbyShmurdaGS9 be getting me live as fuck"" hell yea i play that hoe before my workout",HOF,OFFN
269,"""@TreLeKidd: Yo bitch is Gucci Mane RT @JabariTheGreat : My bitch a stoner &#128175;&#128175; http://t.co/lt9LIJjpg9""&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;",HOF,OFFN
270,"""@TweetGameLazy: I can ride your bitch with no handle bars""",HOF,OFFN
271,"""@TyJonCuffee: And if you ain't a hoe get up out my traphoussseeeee""",HOF,OFFN
272,"""@UberFacts: 15 sad TV character deaths we're still bitter over... http://t.co/uLclFUF8nC http://t.co/1RXYQOOsM0""ned stark was the man",NONE,NONE
273,"""@UnHoly_Jack: These harbor bitches are all ""Party Bus hoes"""" Lol all?",HOF,OFFN
274,"""@Vbomb20: @Woodchuck20 pussy"" love it",HOF,OFFN
275,"""@VeronikaHumbert: Ultraviolence video, its coming you little bitch! #MTVHottest Lana Del Rey http://t.co/533fLbvWqh"" 

bitchy promo",HOF,OFFN
276,"""@VineForTheByrd: On my way to fuck your bitch https://t.co/4lMTFNL2iy""

LMFAO KITTYCOPTER",HOF,OFFN
277,"""@WBUR: A smuggler explains how he helped fighters along the ""Jihadi Highway"": http://t.co/UX4anxeAwd""",NONE,NONE
278,"""@WBeezy_: ""@QuaTheGreat: Aww their avis look so cute together &#128145; http://t.co/9lPorCb8w0"" &#128128;&#128128;&#128128;"" do I gotta get Ike avi on this bitch ?",HOF,OFFN
279,"""@WBeezy_: ""@Run_DRC: Its simple, dont be a hoe=dont worry about being exposed &#128540;"" fight me""why ?",HOF,OFFN
280,"""@WannabeKanye: whys this bitch boosting herself http://t.co/uOd2f5WtKV""

Her size isn't exactly the most healthy tho",HOF,OFFN
281,"""@WitHaPrettyface: @_1nonlykeisha bet not be no bitches! &#128514;&#128080;&#128299;&#128299;&#128298;"" &#128514;&#128514; Kim bye!!!",HOF,OFFN
283,"""@X_XPDOTJDOT: Damn near gotta protect my tweets.. stalkers being annoying"" you got that dope dick. Drive these bitches loco",HOF,OFFN
284,"""@XoJennyGirl: I'm making marack my girlfriend ."" @marackaf aye b you pullin hoes just like o taught you",HOF,OFFN
285,"""@XoXo__Angiee: Bruno fag boy"" you love me.",HOF,OFFN
286,"""@YEHits_Von: &#8220;@Run_DRC: I must be a bitch&#8221; you are &#128514;&#128514;&#128514; sike naw"" This why we always beefing &#128514;",HOF,OFFN
287,"""@Yankees: Down 6-1, #Yankees look to rally in the bottom of the 9th."" #RALLYCAP",NONE,NONE
288,"""@YoungRicooo: &#8220;@WexicanAfro702: Don't take advantage of a nice person&#8221;@ hoes""@ everyjuan",HOF,OFFN
289,"""@YoungRicooo: Happy birthday bitch nigga @WexicanAfro702"" Thanks pal",HOF,OFFN
290,"""@YoungRicooo: Sad knowing that most hoes won't fuck with you bc you ain't got stacks."" wait till friday",HOF,OFFN
291,"""@YunGMiGo: @Shane_A1 cinco shit harder fucc nigga""yee but you fucc wit rich homie cuz dats ya homeboy fucc nicca",HOF,OFFN
292,"""@ZoeBarton3: @h0rheyd ewww I said THAT last Sunday..as in the last Sunday I was there. Read it again nigs""&#128563;&#128563;&#128563;&#128563;&#128563;",HOF,OFFN
293,"""@_BaDa_Bing: I only punch real niggas in the face cause a pussy Nigga is gonna punch me right back"" Strong Mush or Shake..",HOF,OFFN
294,"""@_BeeDontCare My pussy still fresh"" &lt;----- something stank girls say.",HOF,OFFN
295,"""@_GeeWillikers_: Ass slapping is one the greatest things. Haha. &#128527;"" I slapped a girl on the ass. . She got mad I aint get pussy for a week",HOF,OFFN
296,"""@_TommyCollins: @WeAreRichnow @buffalobills yeah Texans are so much better you fucking retard"" I see that you're mad about this.",HOF,OFFN
297,"""@__MALIBUbarbie: Nd wtf is up with dark bitches with blonde.. PLEASE HAVE SEVERAL SEATS HOE!"" ..looking like black&amp;milds out here",HOF,OFFN
298,"""@__Sugga: There's a lane some bitches need to stay in &#128526;"" the left n get right the fuck outta our face &#128557;&#128129;&#128536;",HOF,OFFN
299,"""@__sneakyb: I hate when boys deny that they have bitches &#128080;&#128553;"" smh",HOF,OFFN
300,"""@__taradise__: Ya nigs out there still saying y'all don't eat butt?!"" WITH A STRAIGHT FACE!",HOF,OFFN
301,"""@__youreWelcome: Im a boss ass bitch"" ...that needs to sit in a corner",HOF,OFFN
302,"""@_iwantfranny: He's a hoe , I can't""",HOF,OFFN
304,"""@_prettyflvck0: Me And Paul Thinkin Bout Gettin Rentals For Da Weekend &#128665;&#128168;&#128168;""oooh shit bitches betta stay out da streets",HOF,OFFN
305,"""@_rapdreams: bitches hold they nigga down when he get locked up... but if a nigga go to college or the military it's a different story. &#128564;""",HOF,OFFN
306,"""@_simplycaitlin: why do my friends hate me"" because you a ratchet hoe..",HOF,OFFN
307,"""@adriwadrri: No love for these fuck niggas"" hoes*",HOF,OFFN
308,"""@airmaxlad1: Hot meat http://t.co/BRz8Imk5vK"" sexy as fuck scally lad. I would love to meet him and his trainers.",HOF,OFFN
309,"""@airmaxlad1: Sniff http://t.co/FHHbBRMYBN"" perved up scally lad. fuck yeah.",HOF,OFFN
310,"""@alejandra_p13: These bitches love Sosa""",HOF,OFFN
311,"""@alexissixela__: &#8220;@white_thunduh: I legit watched it for about 30 or 40 seconds &#128529;&#8221;SO DID I WTF"" prob cause were retarded smh",HOF,OFFN
312,"""@allisonnamaya_: What should I name my cat, ideas?"" Mr pussy",HOF,OFFN
313,"""@altosteel115: http://t.co/tM28mh5XG2"" woof woof. Sexy thug boy scally.",HOF,OFFN
314,"""@ambitiousBree: @_1nonlykeisha u see the damn phone ringing? &#128547;&#128530;&#128542;"" when you married bitches makes demands!!!! You haven't called me",HOF,OFFN
315,"""@analicialouise: Tevin is my favorite sophomore I think he's so funny"" Hes really not. Lmaoo hes a little hoe",HOF,OFFN
316,"""@angelenagoley: 10 sex positions http://t.co/nt3PABMWsm http://t.co/JmHZ8Sczf0""naw this what u call fucking the soul outta bitch &#128557;",HOF,OFFN
317,"""@ashlingwilde: @ItsNotAdam is bored supposed to be cute, you faggot?"" Sometimes",HOF,HATE
318,"""@ayyee_ceee_: One mans trash &#128686; is another mans treasure &#127942;""",NONE,NONE
319,"""@babineaux_: I don't got no type. Bad bitches is the only thing I like"" *Iongotnotype",HOF,OFFN
320,"""@bigbootybishopp: @white_thunduh lassen cc , the coach wants me"" i feel it youll get more my nig no doubt",HOF,HATE
321,"""@bleedingtrap: god teeth , gold chain
white bitches , cocaine""",HOF,OFFN
322,"""@cheetahBluntz_: Its me hoe, its me hoe&#128129;"" shhhhh",HOF,OFFN
323,"""@chieflottahoes: In D.C., we call them rollers, in Chiraq we call them thots."" All across America they have been known as a hoe.",HOF,OFFN
324,"""@clayton_jenn99: I'm gonna miss that bitch of a bus driver...""no you won't. Don't lie",HOF,OFFN
325,"""@coltforty2Gone: hate when bitches try and put you in the friendzone. bitch I'm tryin to score put me in the endzone &#128293;&#128293;&#128293;"" ON. MY. SOUL!",HOF,OFFN
326,"""@complex_uk: Ashley Young has tried to deny that bird s*** landed in his mouth ---&gt; http://t.co/mlr5eWgonK https://t.co/AvCHFj7reM"" hahaha",NONE,NONE
327,"""@datFullerkid: @TreVaughnLG yall both gimped up??"" Ain't tht a bitch huh lol",HOF,OFFN
328,"""@deepthroatMike: ""@Boys_South: Take me for a ride &#128525;&#128139; http://t.co/H5mAtjYfGA""#redneck"" woof woof",NONE,NONE
329,"""@demi_eggleton: oh my god I love Victoria Mitchell"" all my bitches love me",HOF,OFFN
330,"""@djsliime: That long distance shit wack I knew the bitch was cheating""- uh oh",HOF,OFFN
331,"""@fIirting: HE'S DOING IT RIGHT &#128525;&#128120;&#128158; http://t.co/JZKkiVUVjC"" no bitches smh",HOF,OFFN
332,"""@fatboyswagg347: they BAN dat pussy for life &amp; he gotta pay 2.5 millon dollar fine""",HOF,OFFN
333,"""@fuckcamoclark: Roses are red and violets are blue and niggers are black, you know that's true."" @dylan72892",HOF,OFFN
334,"""@g0rillaz0e: Sitting on my window sill, window open, bird tries to fly in. Smacked it. #ProtectTheAnimals"" @peta",NONE,NONE
335,"""@glowstruck: But a nigga gon be a nigga, be a nigga."" You sound fuckin retarded",HOF,OFFN
336,"""@greggutfeld: a video an entire media will likely mock. http://t.co/XFr1cRXWSm"" i am such a crybaby",NONE,NONE
337,"""@gurl_Im_Angie: @ItsKiaraaaa @WestYourMajesty I'm not even shy stfu"" kikis mom: Hi angelique 
Angelique: Smiles *Dips cracker in soup*",HOF,OFFN
338,"""@haitian__goLd: Tim Tebow got cut from every team he was on in the NFL and he already got more hoes than me in Starkville. Smh."" &#128514;&#128514;&#128514;&#128514;",HOF,OFFN
339,"""@hazelebaby: Karma is a bitch #Damn #GodProtectsHisAngels &#128588;""

*sips tea*",HOF,OFFN
340,"""@hornyjhb: Fuckin hot gym pussy http://t.co/ZVYmcXQuTA"" fuck yeah",HOF,OFFN
341,"""@hxhassan: Jihadi patron Hajjaj al-Ajmi is arrested at Kuwait airport https://t.co/ZmloKfWDQl""",NONE,NONE
342,"""@iAMPickUpLines: You can call me Fireman cause I turn the hoes on.""",HOF,OFFN
343,"""@iCrawley: I could never have a bby by a lil dick Thts y I got a abortion by the last bitch""- oh My God",HOF,OFFN
344,"""@iDntWearCondoms: Watch women try to argue with me like they have a dick and actually fucked some pussy before"" I hate when bitches do that",HOF,OFFN
345,"""@iLGDaily: And smoke weed in public, fuck cops man, do what you wanna do, they don't own you, run if they come"" are you retarded?",HOF,OFFN
346,"""@iTrapWatermelon: tweety bird tho &#128514;&#128514;&#128514;&#128514;https://t.co/JbnoNM3N1P""",NONE,NONE
347,"""@irlfatty: my pussy sweet like watermelon http://t.co/SKlPh3TtoG""

Thotermelon",HOF,OFFN
348,"""@itscoleharmon_: When twitter rappers dm me their trash links http://t.co/35nMR4AUQg""",NONE,NONE
349,"""@jSadass: loud bitches annoy me""",HOF,OFFN
350,"""@jacaxeltlu: Eventually every bitch turns into that hoe."" # Truuu",HOF,OFFN
351,"""@jaimescudi_: ""@Tonybthrz_: ""@jaimescudi_: I swear if oomf try talking to me tomorrow.."" @"" @BarackObama"" pussy",HOF,OFFN
352,"""@jama_jam: You bitches be pretending to be TF crazy.."" You ain't never lied...",HOF,OFFN
353,"""@jasmyncyniquee: @white_thunduh k bye hoe"" um bye ..",HOF,OFFN
354,"""@jayswaggkillah: Jackies a retard #blondeproblems"" At least I can make a grilled cheese!",HOF,HATE
355,"""@jboii2: ima keep on giving these pussy ass niggas ah reason to hate !""",HOF,OFFN
356,"""@jethromass: Photo: http://t.co/CxRs5BVhPw"" he is in sole heaven",NONE,NONE
357,"""@jgabsss: Stacey Dash won &#128166; http://t.co/PDLG46rjOL"" baddest bitch evaaaa",HOF,HATE
358,"""@juicyyyjayyyy: Side bitch Sunday &#128514;&#128514;&#128514;"" &#128514;&#128514;&#128514;",HOF,OFFN
359,"""@k_eazy26: Facts what baldheaded bitch made this shit. &#128074;&#128074;&#128555;&#128530; http://t.co/fDYojpT9Xg""

Lmao &#128553;&#128514;",HOF,OFFN
360,"""@kayreneeee_: Fuck wit us and then we tweakin hoe"" shmurda!",HOF,OFFN
361,"""@kazooook: We actin like it's the 7th day @WesGodLaFlare http://t.co/s9gMtEvpaT""
&#128123;spook",NONE,NONE
362,"""@kikiSTFU: I'll break that lil bitch neck and won't even feel sorry about it"" Savage",HOF,OFFN
363,"""@leikant: This is so fucking hot!! #scally #sneakersex #sockfetish #sniff #trainersex http://t.co/TubivxbxcO"" love me some kinky scallies",HOF,OFFN
364,"""@likemicah: Y'all dumb ass niggas be so pressed to have hoes. Y'all weak as fuck as fuck"" ...weed over hoes, oreos too.",HOF,OFFN
365,"""@lildurk_: I can turn yo bitch into a eaterrrrrrrrr""",HOF,OFFN
366,"""@lildurk_: I don't trust dese hoes Nikki told 51st where I stay at all my fans screen shot ASAP"" we finna come to Chiraq and shoot sumn",HOF,OFFN
367,"""@marackaf: &#8220;@white_thunduh: Aye yall ima tryout for the bowling team frfr&#8221; tryouts passed tho"" no theres two more retard",HOF,OFFN
368,"""@maybe6789: Now u got what u want bitch ! Enjoy it http://t.co/gLQzwtGMj9"" now this is a crazy party I would love to attend.",HOF,OFFN
369,"""@metroadlib: colored contacts in your eyes?
blinders on mine.
cause i can't see you at all."" Lmao",NONE,NONE
370,"""@michelle_westt: Facts ""@POONsoaker: Only the dudes with hoes say they don't got hoes&#8221;"" @J_Austin12",HOF,OFFN
371,"""@midyWIDEY_: I'm rea start smacking bitches period !"" Bluffin at its best",HOF,OFFN
372,"""@molssyo: Lifes a bitch, and then you die 
Thats why we get high, cause you neva know when you're gonna go"" my sister is perfect (:",HOF,OFFN
373,"""@molssyo: One of us is on drugs, and its me but you're still wrong &#128514; @currieburry"" hahahahahahah im a bitch sometimes (:",HOF,OFFN
374,"""@morgandaylee: I'm feeling pretty fuckin ghetto"" Smh",HOF,OFFN
375,"""@nohands_24: ""@20ToLife_: ""@nohands_24: ""@DejaaLeeann_: @B_Coleman2 swears I'm #1 man"" easily"" easily"" behind Austin"" nip?",NONE,NONE
376,"""@obey_jrock__: This is a true ride or die bitch &#128175; http://t.co/bkwHX83fkW"" what the fuck hahahahah",HOF,OFFN
377,"""@oldpicsarchive: H.G.Wells and Charlie Chaplin http://t.co/sTiDDHK3WT"" #History #Photography",NONE,NONE
378,"""@ortiz_jaylene: All I see is Bruno's bitch ass on my twitter now. wtf"" Bruno's all that she sees (Drake voice)",HOF,OFFN
379,"""@ozzie_garza: @white_thunduh I'm about to cool faggot chill"" tf is cool nigga",HOF,OFFN
380,"""@ozzie_garza: @white_thunduh I'm so sure bitch"" frfr tf",HOF,OFFN
381,"""@poppunksucks: Twitter is not a source of news broadcast you fucking retards"" it is when nbc, abc, cnn, Fox, etc are all keeping quiet.",HOF,OFFN
382,"""@queendulaaa: Got a couple bitches saying they know me But I&#8217;ma let the money talk for me &#128526;&#128076;"" AND I'M LIKE... #WWYD",HOF,OFFN
383,"""@realFORTES: Grudges are for weirdos""and bitches",HOF,OFFN
384,"""@rhythmixx_: I told Mariam to but cigarettes for her birthday""

You also called me trash rn",NONE,NONE
385,"""@riananewman: @22EdHam brownies tonight"" what kind?!?!",NONE,NONE
386,"""@roLLYuP23: No text back? I don't give a fuck, I'll text another bitch"" damn someone is hurt lol",HOF,OFFN
387,"""@ronald_iongi: Ummmmmm okay http://t.co/4BVLsci5K5"" you got hoes from left to right &#128514;&#128514; do yah thang!",HOF,OFFN
388,"""@royalswagg_: using y=mx+b to find the slope of that ass""",HOF,OFFN
389,"""@rugbysocklad: Fit lads! Nice gear! http://t.co/ThnXX1lC1M"" these scally lads n trainers would get it",NONE,NONE
390,"""@rugbysocklad: Hell yeah bro! http://t.co/9yIb45UD6c"" fuck yeah sexy scally lad in hot gear",HOF,OFFN
391,"""@rugbysocklad: Helping out a mate!! http://t.co/eMNAdO1QOj"" I love scally play. Fuck yeah",HOF,OFFN
392,"""@rugbysocklad: Lads being Lads! http://t.co/f3UJcYJ4OF"" fuck yeah. I love scally lad action. Hot trainers too.",HOF,OFFN
393,"""@savage_twotone: Next year bitches is gonna be like you gotta promise you won't expose me &#128514;&#128514;&#128557;""",HOF,OFFN
394,"""@scallynikelad: &#8220;@sleazytwinks: So hot!! RT @opcinjen: Lick it, bitch http://t.co/JLoUkqDcOM&#8221;"" fuck yeah. Eat that trainer u dirty fucker",HOF,OFFN
395,"""@sierrabernia: &#8220;@T2G_CincoKilby: Y'all think celebrity pussy different from the locals? &#128514;&#8221; yeah Meghan goods is""",HOF,OFFN
396,"""@sleepy_yongguk: ""I saw an ajumma walk out in the beginning saying, 'Wow, this is so trash that I can't even listen to it..'"" &#128514;"" lmaoo",NONE,NONE
397,"""@sniffsockslad: Need these sox http://t.co/xydb1RchXh"" fuck yeah. I love a kinky scally lad w/ rank sox and sneaks",HOF,OFFN
398,"""@snoleezey801: I don't ever expose females like that.. That's childish.."" bitch nigga shiiii.....",HOF,OFFN
